"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","Fifth_keyword","layout","arena_id","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type","sanitised_name"
"Remorseless Punishment","{3}{B}{B}",5,"Target opponent loses 5 life unless that player discards two cards or sacrifices a creature or planeswalker of their choice. Repeat this process once.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A42e07167-b490-46ad-9b5c-b483a4bb64e3&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Remorseless Punishment"
"Vulturous Aven","{3}{B}",4,"Flying
Exploit (When this creature enters, you may sacrifice a creature.)
When this creature exploits a creature, you draw two cards and you lose 2 life.","2",3,"not_legal","legal","Creature — Bird Shaman","Flying","Exploit",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A83c0c648-f000-470d-bcc3-9ec81257d0cd&unique=prints","common",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Vulturous Aven"
"Conifer Strider","{3}{G}",4,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)","5",1,"not_legal","legal","Creature — Elemental","Hexproof",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6175197f-cf3c-41df-9d24-b4fffa09631a&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Conifer Strider"
"Volcanic Rush","{4}{R}",5,"Attacking creatures get +2/+0 and gain trample until end of turn.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6944261c-9f35-4a51-9b1a-c29e24f292e1&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Volcanic Rush"
"Flatten","{3}{B}",4,"Target creature gets -4/-4 until end of turn.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Abc5d5084-77de-4dc5-8769-300eafcbfee7&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Flatten"
"Tread Upon","{1}{G}",2,"Target creature gets +2/+2 and gains trample until end of turn.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0b3bdbc6-cde7-4187-b13c-82fd02ae4037&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Tread Upon"
"Magmatic Chasm","{1}{R}",2,"Creatures without flying can't block this turn.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6cfd2cd8-a86e-48fe-a85a-9a3444b5030c&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Magmatic Chasm"
"Center Soul","{1}{W}",2,"Target creature you control gains protection from the color of your choice until end of turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",NA,NA,"not_legal","legal","Instant","Rebound",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A686b44ec-3446-4e1f-a15f-9d8557db6d70&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Center Soul"
"Ancient Carp","{4}{U}",5,NA,"2",5,"not_legal","legal","Creature — Fish",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A84122d1e-7657-42fa-8724-c4a3a19729a6&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Ancient Carp"
"Territorial Roc","{1}{W}",2,"Flying","1",3,"not_legal","legal","Creature — Bird","Flying",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aadb5883d-44cc-455e-94dc-20e1c1f97d68&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Territorial Roc"
"Dirgur Nemesis","{5}{U}",6,"Defender
Megamorph {6}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)","6",5,"not_legal","legal","Creature — Serpent","Defender","Megamorph",NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac08b444b-6617-4199-b9da-5d4e81cd7597&unique=prints","common",2,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Dirgur Nemesis"
"Echoes of the Kin Tree","{1}{W}",2,"{2}{W}: Bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)",NA,NA,"not_legal","legal","Enchantment","Bolster",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9863a7da-6f51-4d3e-9ace-e8ff201faf13&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Echoes of the Kin Tree"
"Ambuscade Shaman","{2}{B}",3,"Whenever this creature or another creature you control enters, that creature gets +2/+2 until end of turn.
Dash {3}{B} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)","2",2,"not_legal","legal","Creature — Orc Shaman","Dash",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A96e1d890-4ebb-4c79-8df9-24e3adaf4d9b&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Ambuscade Shaman"
"Sight of the Scalelords","{4}{G}",5,"At the beginning of combat on your turn, creatures you control with toughness 4 or greater get +2/+2 and gain vigilance until end of turn.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4f868b9b-42f4-4f74-bce2-3f9c063a572c&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Sight of the Scalelords"
"Kolaghan's Command","{1}{B}{R}",3,"Choose two —
• Return target creature card from your graveyard to your hand.
• Target player discards a card.
• Destroy target artifact.
• Kolaghan's Command deals 2 damage to any target.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A45f1e957-09f0-4d46-8e32-238f26060a87&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Kolaghans Command"
"Vivid Grove",NA,0,"This land enters tapped with two charge counters on it.
{T}: Add {G}.
{T}, Remove a charge counter from this land: Add one mana of any color.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab7a68899-c0d3-49e0-854b-19268ae9b89d&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Vivid Grove"
"Cryptic Caves",NA,0,"{T}: Add {C}.
{1}, {T}, Sacrifice this land: Draw a card. Activate only if you control five or more lands.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal",94114,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab2eb7a64-a307-4a78-a25d-63fb3ae1e237&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Cryptic Caves"
"Bristling Backwoods",NA,0,"This land enters tapped.
When this land enters, it deals 1 damage to target opponent.
{T}: Add {R} or {G}.",NA,NA,"legal","legal","Land — Desert",NA,NA,NA,NA,NA,"normal",90599,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9cbc9f83-8979-42a5-a466-a8d89c8e6de8&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Bristling Backwoods"
"Selesnya Guildgate",NA,0,"This land enters tapped.
{T}: Add {G} or {W}.",NA,NA,"legal","legal","Land — Gate",NA,NA,NA,NA,NA,"normal",94122,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A75b235d3-595a-4859-be45-9559d8445db5&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Selesnya Guildgate"
"Blast Zone",NA,0,"This land enters with a charge counter on it.
{T}: Add {C}.
{X}{X}, {T}: Put X charge counters on this land.
{3}, {T}, Sacrifice this land: Destroy each nonland permanent with mana value equal to the number of charge counters on this land.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A393a254f-be31-431a-9341-a51286f8cbce&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Blast Zone"
"Fungal Reaches",NA,0,"{T}: Add {C}.
{1}, {T}: Put a storage counter on this land.
{1}, Remove X storage counters from this land: Add X mana in any combination of {R} and/or {G}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6f18ea44-3efa-4a45-abc6-86a0627e40f2&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Fungal Reaches"
"Seer's Sundial","{4}",4,"Landfall — Whenever a land you control enters, you may pay {2}. If you do, draw a card.",NA,NA,"not_legal","legal","Artifact","Landfall",NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9929d7ba-cdc5-4099-a0ee-3a15073336f3&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Seers Sundial"
"Nevinyrral's Disk","{4}",4,"This artifact enters tapped.
{1}, {T}: Destroy all artifacts, creatures, and enchantments.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A96230edf-568a-47dd-b877-9d92aa58fac8&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Nevinyrrals Disk"
"Journeyer's Kite","{2}",2,"{3}, {T}: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A10aab5bc-5758-443b-ba4c-49f6c6d91262&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Journeyers Kite"
"Dreadship Reef",NA,0,"{T}: Add {C}.
{1}, {T}: Put a storage counter on this land.
{1}, Remove X storage counters from this land: Add X mana in any combination of {U} and/or {B}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A130a8cf5-1354-4d17-91c8-c073642eb3db&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Dreadship Reef"
"Bretagard Stronghold",NA,0,"This land enters tapped.
{T}: Add {G}.
{G}{W}{W}, {T}, Sacrifice this land: Put a +1/+1 counter on each of up to two target creatures you control. They gain vigilance and lifelink until end of turn. Activate only as a sorcery.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac792229b-4a0f-48d5-93e5-60bd4cae9c42&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Bretagard Stronghold"
"Molten Slagheap",NA,0,"{T}: Add {C}.
{1}, {T}: Put a storage counter on this land.
{1}, Remove X storage counters from this land: Add X mana in any combination of {B} and/or {R}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A33587cb2-0fd3-4e4c-bc5e-e7299cc9dab5&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Molten Slagheap"
"Rockface Village",NA,0,"{T}: Add {C}.
{T}: Add {R}. Spend this mana only to cast a creature spell.
{R}, {T}: Target Lizard, Mouse, Otter, or Raccoon you control gets +1/+0 and gains haste until end of turn. Activate only as a sorcery.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal",91795,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7e103748-3f76-42ce-a063-d0256b2dce2b&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Rockface Village"
"Krosan Verge",NA,0,"This land enters tapped.
{T}: Add {C}.
{2}, {T}, Sacrifice this land: Search your library for a Forest card and a Plains card, put them onto the battlefield tapped, then shuffle.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad9a10971-f32b-4978-952d-fed0a5bc9e36&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Krosan Verge"
"Witch's Cottage",NA,0,"({T}: Add {B}.)
This land enters tapped unless you control three or more other Swamps.
When this land enters untapped, you may put target creature card from your graveyard on top of your library.",NA,NA,"not_legal","legal","Land — Swamp",NA,NA,NA,NA,NA,"normal",70396,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6c8f276e-4e7b-4974-ab02-9356cc0ffb2b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Witchs Cottage"
"Azorius Chancery",NA,0,"This land enters tapped.
When this land enters, return a land you control to its owner's hand.
{T}: Add {W}{U}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A189fc8f4-17ac-4f1d-82c8-8401445bdaf4&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Azorius Chancery"
"Selesnya Sanctuary",NA,0,"This land enters tapped.
When this land enters, return a land you control to its owner's hand.
{T}: Add {G}{W}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A00ef1c55-dea1-4564-bd57-66de86cba4df&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Selesnya Sanctuary"
"Tranquil Expanse",NA,0,"This land enters tapped.
{T}: Add {G} or {W}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa5478263-47c9-447f-9c7a-c77ce0752947&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Tranquil Expanse"
"Secluded Courtyard",NA,0,"As this land enters, choose a creature type.
{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type or activate an ability of a creature source of the chosen type.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal",93980,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A79ba18fd-f184-43c1-86df-56ee18ce806c&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Secluded Courtyard"
"Racers' Ring",NA,0,"This land enters tapped.
{T}: Add {R} or {G}.
{2}{R}{G}, {T}, Sacrifice this land: Draw a card.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",80404,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7e2eb4d5-22a3-43c1-8cf3-e85723da1b61&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Racers Ring"
"Calciform Pools",NA,0,"{T}: Add {C}.
{1}, {T}: Put a storage counter on this land.
{1}, Remove X storage counters from this land: Add X mana in any combination of {W} and/or {U}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal",NA,"https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2031bc31-81cc-407a-8615-29832f586bbc&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Calciform Pools"
